County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Longitude,Latitude,,Street Address
Bronx,743955,Store,JAC,4401 FOOD LLC,MET FOOD,4401,WHITE PLAINS RD,,,BRONX,NY,10470,9000,-73.85417,40.898634,,4401 WHITE PLAINS RD
Kings,743953,Store,JAC,MR TOFU INC,MR TOFU,2257,86TH ST,,,BROOKLYN,NY,11214,1500,-73.992332,40.601033,,2257 86TH ST
Kings,743951,Store,JAC,SABA DELI INC,SABA DELI,7202,5TH AVE,,,BROOKLYN,NY,11209,1000,-74.021766,40.631635,,7202 5TH AVE
Bronx,743950,Store,JAC,3 HERMANOS GROCERY CORP,3 HERMANOS GROCERY,1231,WHITEPLAINS RD,,,BRONX,NY,10472,0,-73.862071,40.831497,,1231 WHITEPLAINS RD
Kings,743949,Store,A,EUCLID EXPRESS CORP,EUCLID EXPRESS,532A,EUCLID AVE,,,BROOKLYN,NY,11208,700,-73.871558,40.673967,,532A EUCLID AVE
New York,743946,Store,JAC,FARMERS CONVENIENCE CORP,FARMERS CONVENIENCE,87,PITT ST,,,NEW YORK,NY,10002,1000,-73.982337,40.718582,,87 PITT ST
Kings,743926,Store,JAC,LINWOOD DELI GROCERY CORP,LINWOOD DELI GROCERY,522,LINWOOD ST,,,BROOKLYN,NY,11208,800,-73.882236,40.672497,,522 LINWOOD ST
Kings,743920,Store,JAC,163 DELI GRILL I CORP,163 DELI GRILL I,163A,SCHENECTADY AVE,,,BROOKLYN,NY,11213,0,-73.933469,40.673274,,163A SCHENECTADY AVE
New York,743916,Store,JAC,MATA FOOD INC,SUNNY SUSHI,686,MAIN STREET,,,NEW YORK,NY,10044,300,-73.946859,40.76511,,686 MAIN STREET
New York,743915,Store,A,946 COLUMBUS AVE LLC,946 COLUMBUS AVE CONV,946,COLUMBUS AVE,,,NEW YORK,NY,10025,100,-73.962612,40.799587,,946 COLUMBUS AVE
Bronx,743914,Store,A,SPEEDX GROUP INC,LUK OIL,2173,GRAND CONCOURSE,,,BRONX,NY,10453,500,-73.901618,40.855189,,2173 GRAND CONCOURSE
Richmond,743911,Store,JAC,AMBOY SUPERSTAR CONVENIENCE INC,AMBOY SUPERSTAR CONVENI,4020,AMBOY ROAD,,,STATEN ISLAND,NY,10308,2000,-74.150802,40.550029,,4020 AMBOY ROAD
Kings,743904,Store,JAC,FRESH MY DAY CORP,FRESH MY DAY,99,FRANKLIN ST,,,BROOKLYN,NY,11222,1200,-73.957522,40.729336,,99 FRANKLIN ST
Kings,743902,Store,JAC,10AM FOOD CORP,10AM BREAKFAST BAR,3808,13TH AVE,,,BROOKLYN,NY,11218,1000,-73.985882,40.64103,,3808 13TH AVE
Kings,743883,Store,JAC,EDYS GROCER LLC,EDY'S GROCER,136,MESEROLE AVENUE,,,BROOKLYN,NY,11222,1200,-73.951122,40.727616,,136 MESEROLE AVENUE
Kings,743882,Store,JAC,OCEAN EATS LLC,OCEAN EATS,2150,FULTON STREET,,,BROOKLYN,NY,11233,1000,-73.910976,40.678291,,2150 FULTON STREET
Kings,743878,Store,JAC,493 PARK LLC,VIENNESE CLASSIC CONFEC,493,PARK AVE,,,BROOKLYN,NY,11205,1400,-73.957117,40.696724,,493 PARK AVE
Kings,743877,Store,JACD,INTER-BAKERY SHOP LLC,INTER-BAKERY SHOP,711,BRIGHTON BEACH AVE,,,BROOKLYN,NY,11235,2000,-73.960156,40.577882,,711 BRIGHTON BEACH AVE
Bronx,743875,Store,JAC,VICJONA MARKET 2 INC,FRESCO,62,E 170TH ST,,,BRONX,NY,10452,0,-73.916174,40.839659,,62 E 170TH ST
New York,743871,Store,JAC,HAMS CATERING INC,WESTSIDE SUPERMARKET,170,W 23RD ST,,,NEW YORK,NY,10011,0,-73.995192,40.743912,,170 W 23RD ST
New York,743869,Store,A,G 115 CONVENIENCE STORE INC,G 115 CONVENEINCE STORE,5,E 115TH ST,,,NEW YORK,NY,10029,1600,-73.94637,40.799715,,5 E 115TH ST
Kings,743867,Store,JAC,LA ESQUINA FOOD CORP,LA ESQUINA FOOD,206,HOYT STREET,,,BROOKLYN,NY,11217,1200,-73.989463,40.6841,,206 HOYT STREET
Kings,743866,Store,JAC,BOGOPA RED HOOK LLC,FOOD BAZAAR,480,VAN BRUNT STREET STE 500,,,BROOKLYN,NY,11231,0,-74.016831,40.67398,,480 VAN BRUNT STREET STE 500
Kings,743860,Store,A,GARNER PHARMACY INC,SUNRISE PHARMACY,6725,BAY PARKWAY,,,BROOKLYN,NY,11204,2700,-73.983219,40.612132,,6725 BAY PARKWAY
Bronx,743856,Store,JAC,ZAKS SNACKS CORP,ZAKS SNACKS,1447,WEBSTER AVE,,,BRONX,NY,10456,1000,-73.906746,40.837441,,1447 WEBSTER AVE
Kings,743845,Store,JAC,T K FOOD MARKET CORP,BONDOS GROCERY,78,LEE AVE,,,BROOKLYN,NY,11211,1200,-73.959562,40.705386,,78 LEE AVE
Kings,743840,Store,JAC,APPLE EATS CORP,APPLE EATS,230,BUSHWICK AVENUE,,,BROOKLYN,NY,11206,1200,-73.939864,40.707849,,230 BUSHWICK AVENUE
Kings,743838,Store,JAC,LA MILAGROSA FRUIT MARKET CORP,LA MILAGROSA FRUIT MARK,4605,5TH AVE,,,BROOKLYN,NY,11220,900,-74.008144,40.647211,,4605 5TH AVE
Kings,743837,Store,JAC,GS DELI N GROCERY CORP,GS DELI IN GROCERY,367,ROCKAWAY AVE,,,BROOKLYN,NY,11212,3000,-73.911096,40.671043,,367 ROCKAWAY AVE
Kings,743818,Store,JAC,EUROPEAN MARKET INC,NEW ATHENS MARKET,8316,3RD AVENUE,,,BROOKLYN,NY,11209,1500,-74.030342,40.625227,,8316 3RD AVENUE
New York,743814,Store,JAC,TRM FOOD LLC,TRM FOOD,97,CATHERINE ST,,,NEW YORK,NY,10038,0,-73.996503,40.710342,,97 CATHERINE ST
Bronx,743811,Store,JAC,NEW ORLEANS SEAFOOD MARKET CORP,NEW ORLEANS SEAFOOD MAR,1269,CASTLE HILL RD,,,BRONX,NY,10462,1200,-73.851471,40.833649,,1269 CASTLE HILL RD
Kings,743804,Store,JAC,WESAM DELI & GROCERY INC II,WESAM DELI & GROCERY,1117,BROADWAY,,,BROOKLYN,NY,11221,1200,-73.929583,40.693773,,1117 BROADWAY
Bronx,743802,Store,JAC,MUMCEE AFRICAN & CARIBBEAN MKT IN,MUMCEE AFRICAN & CARIBB,3493,BOSTON ROAD,,,BRONX,NY,10469,1200,-73.846758,40.876915,,3493 BOSTON ROAD
New York,743801,Store,A,BI YING JIANG,JBIYING STORE,88,E BROADWAY UNIT 140B,,,NEW YORK,NY,10002,200,-73.993699,40.713772,,88 E BROADWAY UNIT 140B
New York,743800,Store,A,HUI HUA 88 TRADING INC,HUI HUA 88 TRADING,88,E BROADWAY STE 103,,,NEW YORK,NY,10002,800,-73.993699,40.713772,,88 E BROADWAY STE 103
New York,743792,Store,JAC,WEJDAN DELI GROCERY INC,WEJDAN DELI GROCERY,1317,ST NICHOLAS AVE,,,NEW YORK,NY,10033,0,-73.93617,40.845988,,1317 ST NICHOLAS AVE
New York,743778,Store,A,79 AVENUE A DELI & GROCERY INC,79 AVENUE A DELI & GROC,79,AVENUE A,,,NEW YORK,NY,10009,1600,-73.984267,40.725035,,79 AVENUE A
Bronx,743771,Store,JAC,ADAB FOODS LLC,ADAB FOODS,3861,WHITE PLAINS RD,,,BRONX,NY,10467,2000,-73.861796,40.885462,,3861 WHITE PLAINS RD
New York,743768,Store,JAC,111 GOURMET DELI CORP,111 GOURMET DELI,1665,MADISON AVENUE,,,NEW YORK,NY,10029,0,-73.947252,40.796689,,1665 MADISON AVENUE
Kings,743767,Store,JAC,GREEN FOREST LLC,GREEN FOREST,1717,KINGS HWY,,,BROOKLYN,NY,11229,10000,-73.955856,40.609833,,1717 KINGS HWY
New York,743734,Store,JAC,NFM 6TH AVE LLC,NUTS FACTORY,700,SIXTH AVE,,,NEW YORK,NY,10010,2475,-73.993097,40.742484,,700 SIXTH AVE
Kings,743729,Store,JAC,CHURCH DELI CORP,CHURCH DELI,4823,CHURCH AVE,,,BROOKLYN,NY,11203,1500,-73.931558,40.651681,,4823 CHURCH AVE
Kings,743727,Store,JAC,LAKONA INC,OSHTON,3381,SHORE PARKWAY,,,BROOKLYN,NY,11235,300,-73.953025,40.585263,,3381 SHORE PARKWAY
Bronx,743719,Store,A,CROTONA LOTTO PLUS INC,CROTONA LOTTO PLUS,1936,CROTONA AVE,,,BRONX,NY,10457,200,-73.891272,40.845246,,1936 CROTONA AVE
Bronx,743716,Store,A,LOPEZ QUICK STOP DELI INC,LOPEZ QUICK STOP DELI,651,ELTON AVE,,,BRONX,NY,10455,800,-73.914924,40.818262,,651 ELTON AVE
Bronx,743709,Store,A,MAA TARA GAS INC,BP,2350,JEROME AVE,,,BRONX,NY,10468,1000,-73.90279,40.860177,,2350 JEROME AVE
Kings,743708,Store,A,SHALOM GROCERY NY INC,SHALOM GROCERY NY,470,KINGS HWY,,,BROOKLYN,NY,11223,700,-73.972529,40.604227,,470 KINGS HWY
Kings,743706,Store,JAC,GOURMET KOSHER MARKET INC,CHALOUH GOURMET MARKET,718,AVENUE U,,,BROOKLYN,NY,11223,1500,-73.963494,40.598051,,718 AVENUE U
Bronx,743704,Store,JAC,N R SHOP LLC,KEY FOOD SUPERMARKET,5661,RIVERDALE AVE,,,BRONX,NY,10471,20000,-73.904294,40.906171,,5661 RIVERDALE AVE
Richmond,743683,Store,JAC,T&H MARKET FRESH FRUITS AND VEGET,T&H MARKET FRESH FRUITS,643,NORTH RAILROAD AVE,,,STATEN ISLAND,NY,10304,1500,-74.096179,40.588979,,643 NORTH RAILROAD AVE
Kings,743673,Store,JAC,KAMLIN 111 LLC,K C GRILL AND GROCERY,6930,4TH AVE,,,BROOKLYN,NY,11209,1000,-74.023801,40.633925,,6930 4TH AVE
Kings,743672,Store,JAC,JJ TOMPKINS FOOD CORP,JJ TOMPKINS FOOD,920,MYRTLE AVE,,,BROOKLYN,NY,11206,1400,-73.945162,40.695842,,920 MYRTLE AVE
Kings,743662,Store,A,JO TRADING INC,JO TRADING,1245,BROADWAY,,,BROOKLYN,NY,11221,18000,-73.925342,40.691358,,1245 BROADWAY
Kings,743661,Store,JAC,OCEAN VIEW GOURMET AND DELI GROCE,OCEAN VIEW GOURMET DELI,2925,SURF AVE,,,BROOKLYN,NY,11224,1500,-73.995166,40.572901,,2925 SURF AVE
New York,743657,Store,JAC,145 FOOD PLAZA CORP,145 FOOD PLAZA,701,LENOX AVE,,,NEW YORK,NY,10039,900,-73.936136,40.820704,,701 LENOX AVE
New York,743656,Store,JAC,MONARCH DELI CORP,MONARCH DELI,2006,LEXINGTON AVE,,,NEW YORK,NY,10035,500,-73.938691,40.802629,,2006 LEXINGTON AVE
Kings,743637,Store,JAC,TONY'S DELI AND GROCERY II CORP,TONY'S DELI AND GROCERY,51,WOLCOTT ST,,,BROOKLYN,NY,11231,0,-74.011302,40.676245,,51 WOLCOTT ST
Kings,743601,Store,A,PITKIN DELI CORP,PITKIN DELI,2227,PITKIN AVE,,,BROOKLYN,NY,11207,0,-73.890082,40.672812,,2227 PITKIN AVE
New York,743596,Store,JABC,LE FOURNIL LLC,JEAN-FRANCOIS HEBERT,115,2ND AVE,,,NEW YORK,NY,10003,3000,-73.98821,40.727838,,115 2ND AVE
Bronx,743595,Store,A,1 FRANKIE GOURMET DELI CORP,1 FRANKIE GOURMET DELI,2772,WEBSTER AVE,,,BRONX,NY,10458,900,-73.885775,40.865977,,2772 WEBSTER AVE
Kings,743594,Store,JACD,FAL COFFEE ROASTERS LLC,NOBLETREE COFFEE,499,VAN BRUNT ST UNIT 3A,,,BROOKLYN,NY,11231,8000,-74.017088,40.673754,,499 VAN BRUNT ST UNIT 3A
Richmond,743590,Store,JABC,LEVHAS INC,BAGHRAMYANS BAKERY,103,WATER ST UNIT C,,,STATEN ISLAND,NY,10304,6000,-74.077533,40.627013,,103 WATER ST UNIT C
Richmond,743585,Store,JAC,MIKES & SAMIA DELI CORP,MIKE'S & SAMIA DELI,3295,RICHMOND AVE,,,STATEN ISLAND,NY,10312,2500,-74.169329,40.558459,,3295 RICHMOND AVE
New York,743583,Store,JAC,IT SUGAR LLC,IT' SUGAR,665,BROADWAY,,,NEW YORK,NY,10012,0,-73.995361,40.727125,,665 BROADWAY
Kings,743581,Store,JAC,GREEN ACRES MEAT INC,GREEN ACRES MEAT,4702,3RD AVE,,,BROOKLYN,NY,11220,1000,-74.013086,40.649359,,4702 3RD AVE
Kings,743579,Store,JAC,GREEN PARK GOURMET DELI INC,GREEN PARK GOURMET DELI,264,TOMPKINS AVE,,,BROOKLYN,NY,11216,1600,-73.945018,40.68891,,264 TOMPKINS AVE
Bronx,743564,Store,A,DARDANIA EUROPEAN MARKET INC,DARDANIA EUROPEAN MARKE,2000,CONTINENTAL AVENUE,,,BRONX,NY,10461,600,-73.829487,40.852144,,2000 CONTINENTAL AVENUE
New York,743562,Store,JAC,PRAMUKH 200 INC,E SMOKE & CONVENIENCE,124,E BROADWAY,,,NEW YORK,NY,10002,1500,-73.992073,40.713898,,124 E BROADWAY
Richmond,743560,Store,JAC,CORNER BAGEL AND DELI INC,CORNER BAGEL AND DELI,760,PORT RICHMOND AVE,,,STATEN ISLAND,NY,10302,1200,-74.14416,40.625325,,760 PORT RICHMOND AVE
Kings,743547,Store,JAC,ALYAFI MOHAMED,BROOKLYN DELI,994,MANHATTAN AVE,,,BROOKLYN,NY,11222,1200,-73.954714,40.73292,,994 MANHATTAN AVE
Kings,743545,Store,JAC,BLM NATURAL DELI CORP,BLM NATURAL DELI,165,RALPH AVE,,,BROOKLYN,NY,11233,1000,-73.922977,40.684235,,165 RALPH AVE
Kings,743525,Store,JAC,ASI SOY YO DELI GROCERY CORP,ASI SOY YO DELI GROCERY,792,BELMONT AVENUE,,,BROOKLYN,NY,11208,1200,-73.880293,40.672881,,792 BELMONT AVENUE
Kings,743520,Store,JACD,GREENPOINT FISH WHOLESALE LLC,GREENPOINT FISH WHOLESA,14,ASH ST,,,BROOKLYN,NY,11222,3500,-73.95488,40.738059,,14 ASH ST
Kings,743505,Store,A,SALADA MANAGEMENT CORP,DEAL 99,1912,KINGS HWY,,,BROOKLYN,NY,11229,1800,-73.954369,40.610386,,1912 KINGS HWY
Bronx,743503,Store,A,MO DISCOUNT CORP,MO DISCOUNT,548,SOUTHERN BLVD,,,BRONX,NY,10455,600,-73.903522,40.812269,,548 SOUTHERN BLVD
Kings,743494,Store,JAC,1291 FOOD CORP,FOOD TOWN,1291,BROADWAY,,,BROOKLYN,NY,11221,15000,-73.923972,40.690583,,1291 BROADWAY
Kings,743493,Store,JAC,EVERGREEN MOE INC,EVERGREEN MOE,1291,BROADWAY,,,BROOKLYN,NY,11221,0,-73.923972,40.690583,,1291 BROADWAY
New York,743492,Store,JAC,AMSTERDAM AUTO CENTER INC,AMSTERDAM AUTO,2161,AMSTERDAM AVE,,,NEW YORK,NY,10032,2200,-73.937464,40.839119,,2161 AMSTERDAM AVE
Kings,743489,Store,JACD,HANA MAKGEOLLI LLC,HANA MAKGEOLLI,201,DUPONT ST,,,BROOKLYN,NY,11222,2500,-73.95147,40.736224,,201 DUPONT ST
Bronx,743488,Store,JAC,CPR DELI & GROCERY CORP,CANCUN DELI GROCERY 1,908,EAST 163RD STREET,,,BRONX,NY,10459,500,-73.897881,40.821007,,908 EAST 163RD STREET
New York,743484,Store,JAC,G&M FRESH GRILL DELI INC,G&M FRESH GRILL DELI,2121,FREDERICK DOUGLASS BLVD,,,NEW YORK,NY,10026,0,-73.956018,40.803533,,2121 FREDERICK DOUGLASS BLVD
Kings,743478,Store,A,MOM DELI & GROCERY INC,MOM DELI & GROCERY,180,BAY 35TH ST,,,BROOKLYN,NY,11214,1500,-73.99396,40.596,,180 BAY 35TH ST
Kings,743468,Store,A,LUCKY CORNER MINI MARKET INC,LUCKY CORNER MINI MARKE,6101,20TH AVE,,,BROOKLYN,NY,11204,1200,-73.983607,40.618679,,6101 20TH AVE
Kings,743467,Store,JAC,RASPBERRY DELI CORP,RASPBERRY DELI,1368,LORING AVE,,,BROOKLYN,NY,11208,2500,-73.860539,40.668043,,1368 LORING AVE
Kings,743465,Store,JAC,PAPELETA DELI GROCERY CORP,PAPELETA DELI GROCERY,209,WILSON AVE,,,BROOKLYN,NY,11237,0,-73.922429,40.698825,,209 WILSON AVE
Bronx,743460,Store,JAC,MERAN DELI GROCERY CORP,MERAN DELI GROCERY,1082,OLMSTEAD AVENUE,,,BRONX,NY,10472,0,-73.853539,40.829064,,1082 OLMSTEAD AVENUE
Kings,743453,Store,JAC,JACKS MARKET LLC,JACK'S MARKET,268,KNICKERBOCKER AVENUE,,,BROOKLYN,NY,11237,5000,-73.924496,40.702296,,268 KNICKERBOCKER AVENUE
Kings,743448,Store,JAC,SEVEN SEAS GEORGETOWNE LLC,FOOD WAY,2149,RALPH AVE,,,BROOKLYN,NY,11234,40000,-73.917834,40.625477,,2149 RALPH AVE
Kings,743446,Store,JAC,NFL GOURMET DELI CORP,NFL GOURMET DELI,451,LAFAYETTE AVE,,,BROOKLYN,NY,11205,0,-73.956821,40.68925,,451 LAFAYETTE AVE
Bronx,743441,Store,A,GNN SHINE BRIGHT GROCERY LLC,GNN SHINE BRIGHT GROCER,4391,WHITE PLAINS RD,,,BRONX,NY,10466,800,-73.854544,40.898194,,4391 WHITE PLAINS RD
Bronx,743436,Store,A,UNITED GOURMET DELI CORP,UNITED GOURMET DELI,1304,E GUNHILL ROAD,,,BRONX,NY,10469,800,-73.848304,40.87154,,1304 E GUNHILL ROAD
Kings,743433,Store,JAC,SUPER STAR RUTLAND DELI INC,SUPER STAR RUTLAND DELI,1035,RUTLAND RD,,,BROOKLYN,NY,11212,1000,-73.925311,40.663367,,1035 RUTLAND RD
Bronx,743421,Store,A,210 FOOD CORP,210 FOOD,210,E 188TH ST,,,BRONX,NY,10458,2000,-73.89702,40.861143,,210 E 188TH ST
Kings,743414,Store,JAC,GRAND AVE DELI 2 LLC,GRAND AVE DELI 2,568,GRAND AVE,,,BROOKLYN,NY,11238,700,-73.962254,40.678179,,568 GRAND AVE
Bronx,743411,Store,JAC,RA JOHNNYS DELI GROCERY LLC,RA JOHNNYS DELI GROCERY,2641,DECATUR AVENUE,,,BRONX,NY,10458,0,-73.889848,40.863828,,2641 DECATUR AVENUE
Bronx,743409,Store,JAC,FRANCIS DELI GROCERY CORP,FRANCIS DELI GROCERY,1229,FRANKLIN AVENUE,,,BRONX,NY,10456,1400,-73.903323,40.830511,,1229 FRANKLIN AVENUE
Kings,743404,Store,JACDK,N 15TH ST CORP,GREENPOINT BEER & ALE C,1150,MANHATTAN AVE,,,BROOKLYN,NY,11222,2000,-73.955485,40.737669,,1150 MANHATTAN AVE
New York,743403,Store,JAC,FISH EXPRESS NY INC,FISH EXPRESS NY,94,ST NICHOLAS PL,,,NEW YORK,NY,10032,0,-73.940359,40.829965,,94 ST NICHOLAS PL
New York,743396,Store,JAC,4138 BROADWAY FOOD LLC,FOOD EMPORIUM,4138,BROADWAY,,,NEW YORK,NY,10033,5000,-73.938515,40.846018,,4138 BROADWAY
Kings,743388,Store,JAC,CHERY GROCERY CORP,CHERY GROCERY,552,CENTRAL AVE,,,BROOKLYN,NY,11207,0,-73.911633,40.690388,,552 CENTRAL AVE
Kings,743386,Store,JAC,PREMIUM  OF LIBERTY LLC,PREMIUM SUPERMARKET,1196,LIBERTY AVE,,,BROOKLYN,NY,11208,0,-73.864917,40.678972,,1196 LIBERTY AVE
Kings,743382,Store,JAC,MUNECO GROCERY CORP,MUNECO GROCERY,1588,SAINT JOHNS PLACE,,,BROOKLYN,NY,11213,1000,-73.925591,40.670291,,1588 SAINT JOHNS PLACE
Kings,743380,Store,JAC,WEEND KUUNY INC,WEEND KUUNY,460,MOTHER GASTON BLVD,,,BROOKLYN,NY,11212,800,-73.906443,40.667973,,460 MOTHER GASTON BLVD
Kings,743370,Store,JAC,BDD NY CORP,BDD NY,8022,20TH AVE,,,BROOKLYN,NY,11214,1500,-73.995178,40.607536,,8022 20TH AVE
Bronx,743369,Store,JAC,BOSTON FISH MARKET CORP,BOSTON FISH MARKET,3717,BOSTON ROAD,,,BRONX,NY,10466,700,-73.840876,40.880475,,3717 BOSTON ROAD
Bronx,743367,Store,JAC,SAM 3 DELI GROCERY INC,SAM 3 DELI GROCERY,2039,GRAND CONCOURSE,,,BRONX,NY,10453,1000,-73.904078,40.852134,,2039 GRAND CONCOURSE
Bronx,743364,Store,A,RIVERDALE VAPE & CANDY SHOP INC,RIVERDALE VAPE & CANDY,215,W 231ST STREET,,,BRONX,NY,10463,0,-73.905395,40.879225,,215 W 231ST STREET
Bronx,743363,Store,JAC,AFAA ENTERPRISE INCORPORATION,AFAA  AFRICAN SUPERMARK,2544,B WHITE PLAIN ROAD,,,BRONX,NY,10467,1000,-73.867416,40.86469,,2544 B WHITE PLAIN ROAD
Richmond,743352,Store,JAC,5 STAR AK DELI GROCERY INC,5 STAR AK DELI GROCERY,196A,BAY ST NUM  A,,,STATEN ISLAND,NY,10301,500,-74.076665,40.637281,,196A BAY ST NUM  A
Bronx,743351,Store,JAC,CROSSWAY FUEL INC,CROSSWAY FUEL,1724,WEBSTER AVE,,,BRONX,NY,10457,900,-73.90296,40.844002,,1724 WEBSTER AVE
Kings,743350,Store,JACDK,FOLKSBIER BRAUEREI LLC,FOLKSBIER BRAUEREI,101-103,LUQUER ST,,,BROOKLYN,NY,11231,5000,-74.001302,40.677932,,101-103 LUQUER ST
Kings,743347,Store,JAC,AAMAR DELI & GROCERY INC,AAMAR DELI & GROCERY,383,AVENUE X,,,BROOKLYN,NY,11223,1500,-73.96873,40.590709,,383 AVENUE X
Kings,743343,Store,A,MANHATTAN POLISH INC,MRBS,854,MANHATTAN AVE,,,BROOKLYN,NY,11222,2000,-73.953772,40.729129,,854 MANHATTAN AVE
Kings,743326,Store,JAC,DEMPANADA DELI FOOD INC,D'EMPANADA DELI FOOD,1078,RUTLAND RD,,,BROOKLYN,NY,11212,0,-73.924187,40.664098,,1078 RUTLAND RD
Kings,743317,Store,JAC,HOOPS DELI AND GROCERY BK CORP,HOOPS DELI AND GROCERY,502,49TH ST,,,BROOKLYN,NY,11220,1200,-74.009471,40.645529,,502 49TH ST
Richmond,743315,Store,JAC,SAGARA & ANU CORP,SAGARA FFOD CITY,98,VICTORY BLVD,,,STATEN ISLAND,NY,10301,800,-74.079768,40.63777,,98 VICTORY BLVD
New York,743306,Store,JAC,SUSHILUX CORP,SUSHILUX@FAIRWAY MKT,240,E 86TH ST,,,NEW YORK,NY,10028,100,-73.952267,40.778101,,240 E 86TH ST
New York,743305,Store,JAC,SUSHILUX CORP,SUSHILUX@FAIRWAY MKT,550,2ND AVE,,,NEW YORK,NY,10016,0,-73.977038,40.742798,,550 2ND AVE
New York,743304,Store,JAC,SUSHILUX CORP,SUSHILUX@FAIRWAY MKT,2131,BROADWAY,,,NEW YORK,NY,10023,0,-73.981483,40.780825,,2131 BROADWAY
New York,743302,Store,JAC,SUSHILUX CORP,SUSHILUX@FAIRWAY MKT,766,AVENUE OF THE AMERICAS,,,NEW YORK,NY,10010,0,-73.991763,40.744324,,766 AVENUE OF THE AMERICAS
Bronx,743300,Store,JAC,SUN GOURMET DELI INC,SUN GOURMET DELI,1591,WATSON AVE,,,BRONX,NY,10472,1500,-73.875141,40.8265,,1591 WATSON AVE
Kings,743299,Store,JAC,B & W SUPER GROCERY INC,B & W SUPER GROCERY,5411,7TH AVE,,,BROOKLYN,NY,11220,1500,-74.008463,40.639997,,5411 7TH AVE
Kings,743298,Store,JACDK,PEI SUSHI INC,PEI SUSHI,3100,OCEAN AVE,,,BROOKLYN,NY,11235,50,-73.948751,40.58532,,3100 OCEAN AVE
New York,743293,Store,JAC,SAMS AT W 4TH CORP,SAM'S DELI,275,W 4TH STREET,,,NEW YORK,NY,10014,1800,-74.003406,40.735777,,275 W 4TH STREET
Kings,743289,Store,JAC,BHATTI BROTHERS CORP,BHATTI BROTHERS,6752,4TH AVE,,,BROOKLYN,NY,11220,1500,-74.02309,40.635675,,6752 4TH AVE
Richmond,743282,Store,JAC,DARDANIA MINI MART CORP,DARDANIA MINI MART,460,BRADLEY AVE,,,STATEN ISLAND,NY,10314,1500,-74.131007,40.599648,,460 BRADLEY AVE
Kings,743277,Store,A,LIVONIA DISCOUNT&GROCERY CORP,LIVONIA DISCOUNT&GROCER,901,LIVONIA AVENUE,,,BROOKLYN,NY,11207,1000,-73.883532,40.666329,,901 LIVONIA AVENUE
Bronx,743262,Store,JAC,CONFE PARK DELI GROCERY CORP,CONTE PARK DELI GROCERY,4666,PARK AVE,,,BRONX,NY,10458,1000,-73.89276,40.858138,,4666 PARK AVE
Bronx,743247,Store,JAC,TEHUACAN DELI GROCERY INC,TEHUACAN DELI GROCERY,1837,WESTCHESTER AVE,,,BRONX,NY,10472,1500,-73.864677,40.83236,,1837 WESTCHESTER AVE
Bronx,743245,Store,JAC,L&N GOURMET DELI LLC,L&N GOURMET DELI,6119,BROADWAY #21,,,BRONX,NY,10471,1000,-73.896514,40.894385,,6119 BROADWAY #21
Kings,743244,Store,JABCH,SUPER BAGELS INC,HOT BAGELS,4704,13TH AVE,,,BROOKLYN,NY,11219,2300,-73.991078,40.636034,,4704 13TH AVE
New York,743240,Store,A,HUDSON CANDY AND GROCERY CORP,HUDSON CANDY AND GROCER,600,W 161ST ST,,,NEW YORK,NY,10033,0,-73.94355,40.836766,,600 W 161ST ST
New York,743239,Store,A,INTER-BORO CONVENIENT STOP CORP,INTER-BORO CONVENIENT S,540,W 181ST ST,,,NEW YORK,NY,10033,0,-73.932559,40.848827,,540 W 181ST ST
Bronx,743233,Store,JAC,WICKHAM DELI AND GROCERY,WICKHAM DELI AND GROCER,4400,WICKHAM AVE #A,,,BRONX,NY,10466,900,-73.850571,40.898475,,4400 WICKHAM AVE #A
Kings,743232,Store,JAC,FRESH HARVEST ORGANIC MARKET 2 CO,FRESH HARVEST ORGANIC M,1077,BROADWAY,,,BROOKLYN,NY,11221,1500,-73.930954,40.694552,,1077 BROADWAY
Bronx,743224,Store,JAC,WHITE PLAINS DELI MARKET CORP,WHITE PLAINS DELI MARKE,1810,WHITE PLAINS RD,,,BRONX,NY,10462,800,-73.866291,40.845696,,1810 WHITE PLAINS RD
Kings,743220,Store,JAC,VPS INTERACTIVE INC,NUT HOUSE 2,1703,KINGS HWY,,,BROOKLYN,NY,11229,1600,-73.956145,40.609702,,1703 KINGS HWY
Bronx,743217,Store,A,GR 99 CENT OUTLOOK INC,GR 99 CENT OUTLOOK,2330,GRAND CONCOURSE,,,BRONX,NY,10458,1300,-73.899303,40.858165,,2330 GRAND CONCOURSE
Kings,743214,Store,JAC,GREEN POINT ORGANIC MARKET INC,GREEN POINT ORGANIC MAR,626,MANHATTAN AVE,,,BROOKLYN,NY,11222,1500,-73.950732,40.723667,,626 MANHATTAN AVE
Bronx,743213,Store,A,48 CANDY & SMOKE SHOP CORP,48 CANDY & SMOKE SHOP,48,E KINGSBRIDGE RD,,,BRONX,NY,10468,350,-73.89617,40.86697,,48 E KINGSBRIDGE RD
Bronx,743192,Store,JAC,MI MORENITA DELI GROCERY INC,MI MORENITA DELI GROCER,2001,SOUTHERN BLVD,,,BRONX,NY,10460,0,-73.885419,40.843953,,2001 SOUTHERN BLVD
Bronx,743190,Store,JAC,VIP CONVENIENCE CORP,VIP CONVENIENCE,510,EAST 142ND ST,,,BRONX,NY,10454,0,-73.917566,40.810339,,510 EAST 142ND ST
