County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Longitude,Latitude,,Street Address
Bronx,744718,Store,A,LUCKY SPOT CONVENIENCE CORP,LUCKY SPOT CONVENIENCE,3401,JEROME AVE,,,BRONX,NY,10467,0,-73.883662,40.880673,,3401 JEROME AVE
Bronx,744717,Store,JAC,LOPEZ FAMILY DELI CORP,LOPEZ FAMILY DELI,555,SOUNDVIEW AVE,,,BRONX,NY,10473,300,-73.861195,40.816674,,555 SOUNDVIEW AVE
New York,744707,Store,JAC,SOMMWHERE TO GO,SOMMWHERE TO GO,15,ESSEX STREET,,,NEW YORK,NY,10002,385,-73.989972,40.715133,,15 ESSEX STREET
Bronx,744706,Store,A,LEGACY GROCERY & CONVENIENT LLC,LEGACY GROCERY & CONVEN,3738,WHITE PLAINS RD,,,BRONX,NY,10467,1000,-73.863349,40.882648,,3738 WHITE PLAINS RD
New York,744705,Store,JAC,SALAD HUB INC,EMIN DELI,519,6TH AVE/AVE OF THE AMERICAS,,,NEW YORK,NY,10011,1900,-73.997057,40.737043,,519 6TH AVE/AVE OF THE AMERICAS
Richmond,744703,Store,A,EXOTIC CONVENIENCE CORP,EXOTIC CONVENIENCE,1267,FOREST AVE,,,STATEN ISLAND,NY,10302,300,-74.131774,40.626346,,1267 FOREST AVE
New York,744702,Store,JAC,SONS FRESH PRODUCE 2 INC,SONS FRESH MARKET,3349,BROADWAY,,,NEW YORK,NY,10031,1800,-73.954917,40.82049,,3349 BROADWAY
Bronx,744696,Store,JAC,HAVANA DELI CORP,HAVANA DELI,706,FAILE STREET,,,BRONX,NY,10474,150,-73.88656,40.814769,,706 FAILE STREET
Kings,744692,Store,JAC,JUS BAR LLC,JUS BY JULIE,502,AVENUE U,,,BROOKLYN,NY,11223,1500,-73.966709,40.5977,,502 AVENUE U
Bronx,744657,Store,JAC,MOMMY JAMAICAN MARKET 1 CORP,MOMMY JAMAICAN MARKET 1,3508,WHITE PLAINS ROAD,,,BRONX,NY,10467,2000,-73.866018,40.877674,,3508 WHITE PLAINS ROAD
Kings,744650,Store,JAC,JRI FLATLAND FOOD CORP,FOOD WORLD SUPERMARKET,937,E 107TH ST,,,BROOKLYN,NY,11236,10000,-73.892494,40.647729,,937 E 107TH ST
New York,744642,Store,JAC,EVERGREEN MOE INC,EVERGREEN MOE,600,W 160TH STREET,,,NEW YORK,NY,10032,0,-73.944084,40.83617,,600 W 160TH STREET
Kings,744639,Store,A,3RD AVE ORGANIC 1 CORP,3RD AVE ORGANIC 1 STORE,7910,3RD AVE,,,BROOKLYN,NY,11209,1000,-74.029088,40.628292,,7910 3RD AVE
Kings,744634,Store,JAC,BANANA SUPERMARKET INC,BANANA SUPERMARKET,145,RIDGEWOOD AVE,,,BROOKLYN,NY,11208,1400,-73.883307,40.683025,,145 RIDGEWOOD AVE
New York,744632,Store,JAC,JALAPENO DELI CORP,JALAPENO DELI,1629,LEXINGTON AVENUE,,,NEW YORK,NY,10029,1500,-73.94778,40.790199,,1629 LEXINGTON AVENUE
Kings,744623,Store,JAC,MI PUEBLO CORP,MI PUEBLO,32-55,FULTON ST,,,BROOKLYN,NY,11208,0,-73.874957,40.682864,,32-55 FULTON ST
Kings,744598,Store,JAC,JL MINI MARKET CORP,JL MINI MARKET,236,HOWARD AVENUE,,,BROOKLYN,NY,11233,900,-73.919403,40.679913,,236 HOWARD AVENUE
Bronx,744593,Store,JAC,JUICE BAR & DELI MI TLAPITA CORP,JUICE BAR & DELI MI TLA,650,PROSPECT AVE,,,BRONX,NY,10455,2000,-73.903405,40.815271,,650 PROSPECT AVE
Kings,744574,Store,JAC,SEA FRESH COMPANY INC,SEA FRESH COMPANY,220,26TH STREET,,,BROOKLYN,NY,11232,1000,-73.997595,40.659306,,220 26TH STREET
Bronx,744572,Store,JAC,1269 DELI GROCERY CORP,1269 DELI GROCERY,1269,GRAND CONCOURSE,,,BRONX,NY,10452,1000,-73.916456,40.836073,,1269 GRAND CONCOURSE
Kings,744567,Store,JACDK,SUSHI MASTER CHOI CORP,SUSHI MASTER CHOI,40,BOGART STREET,,,BROOKLYN,NY,11206,300,-73.933206,40.704971,,40 BOGART STREET
New York,744564,Store,A,ENERGI LIFE INC,ENERGI LIFE,182,LAFAYETTE ST,,,NEW YORK,NY,10012,0,-73.998003,40.721284,,182 LAFAYETTE ST
Bronx,744561,Store,A,CARIBBEAN BROTHERS MEAT MARKET CO,CARIBBEAN BROTHERS MEAT,3933,WHITE PLAINS RD,,,BRONX,NY,10466,0,-73.861147,40.886633,,3933 WHITE PLAINS RD
Bronx,744554,Store,JAC,MENSAH MERCY,AB PASTRIES,50,EAST 168TH STREET,,,BRONX,NY,10452,0,-73.918965,40.836632,,50 EAST 168TH STREET
New York,744552,Store,JAC,MADRID BAKERY LLC,MADRID BAKERY,159,E 103RD ST,,,NEW YORK,NY,10029,1000,-73.946858,40.789965,,159 E 103RD ST
Kings,744546,Store,A,FINEST OF THE FINE CORP,FINEST OF THE FINE,2642,FULTON ST,,,BROOKLYN,NY,11207,500,-73.896864,40.677262,,2642 FULTON ST
Kings,744545,Store,JAC,BELLA BELLA MARKET CORP,BELLA BELLA MARKET,653,LIBERTY AVE,,,BROOKLYN,NY,11207,1000,-73.885537,40.676036,,653 LIBERTY AVE
Bronx,744542,Store,JAC,EDIBLE ARRANGEMENTS LLC,EDIBLE ARRANGEMENTS,880,EAST 163RD STREET,,,BRONX,NY,10459,0,-73.899258,40.821784,,880 EAST 163RD STREET
Kings,744538,Store,A,FULTON FOOD CORP V,FULTON FOOD,840,FULTON ST,,,BROOKLYN,NY,11238,0,-73.967534,40.683621,,840 FULTON ST
Bronx,744529,Store,A,T & B DELI GROCERY CORP,T & B DELI GROCERY,1735,E 174TH ST,,,BRONX,NY,10472,900,-73.870183,40.834747,,1735 E 174TH ST
New York,744520,Store,JAC,1773 DELI & CONVENIENCE STORE COR,1773 DELI & CONVENIENCE,1773,1ST AVE,,,NEW YORK,NY,10128,0,-73.946697,40.780526,,1773 1ST AVE
Kings,744510,Store,JAC,AMIRA HALAL MEAT INC,AMIRA HALAL MEAT,2201,59TH STREET,,,BROOKLYN,NY,11204,3000,-73.977578,40.617119,,2201 59TH STREET
Kings,744509,Store,JAC,AMIR HALAL MEAT INC,BADRAN HALAL MEAT,1736,BATH AVENUE,,,BROOKLYN,NY,11214,3000,-74.007307,40.604578,,1736 BATH AVENUE
New York,744507,Store,JAC,J.W. TRADING INC,J.W. TRADING,205,GRAND STREET,,,NEW YORK,NY,10013,1800,-73.99633,40.718988,,205 GRAND STREET
Bronx,744501,Store,JAC,CALI FRESH MARKET LLC,CALI FRESH MARKET,769,MORRIS PARK AVE.,,,BRONX,NY,10462,1000,-73.863401,40.845785,,769 MORRIS PARK AVE.
Kings,744500,Store,JAC,BROOKDALE  GOURMET DELI CORP,BROOKDALE  GOURMET DELI,469,EAST 98 STREET,,,BROOKLYN,NY,11212,1000,-73.914159,40.657099,,469 EAST 98 STREET
Kings,744498,Store,A,ALSHARQ ORGANIC PRODUCTS INC,ALSHARQ ORGANIC PRODUCT,64,EAST 98 STREET,,,BROOKLYN,NY,11212,600,-73.922964,40.665031,,64 EAST 98 STREET
Kings,744493,Store,JAC,688 DELI GROCERY CORP,688 DELI GROCERY,684,NOSTRAND AVE,,,BROOKLYN,NY,11216,1000,-73.950014,40.674965,,684 NOSTRAND AVE
Kings,744477,Store,JAC,MENDEZ FRUITS & VEGETABLES INC,MENDEZ FRUITS & VEGETAB,182,AVENUE U,,,BROOKLYN,NY,11223,2000,-73.97731,40.596537,,182 AVENUE U
Bronx,744461,Store,JAC,1160 FT DELI GROCERY CORP,1160 FT DELI GROCERY,1160,FTELEY AVE,,,BRONX,NY,10472,2200,-73.871524,40.829068,,1160 FTELEY AVE
New York,744456,Store,JAC,1781 LEX GROCERY CORP,1781 LEX GROCERY,1781,LEXINGTON AVE,,,NEW YORK,NY,10029,1800,-73.944233,40.795044,,1781 LEXINGTON AVE
Kings,744452,Store,JAC,TIM BLENDZ LLC,NATURAL MARKET,1308,FLATBUSH AVE,,,BROOKLYN,NY,11210,0,-73.95346,40.638287,,1308 FLATBUSH AVE
Richmond,744451,Store,JAC,MARKET ST DELI  & GROCERY INC,MARKET ST DELI & GROCER,228,MARKET ST,,,STATEN ISLAND,NY,10310,1500,-74.116326,40.63552,,228 MARKET ST
New York,744445,Store,A,201 CONVENIENCE CORP,CLINTON CANDY & CONVEN,201,CLINTON ST,,,NEW YORK,NY,10002,500,-73.987128,40.713956,,201 CLINTON ST
New York,744443,Store,A,BROADWAY FAMILY MARKET INC,BROADWAY FAMILY MARKET,2795,BROADWAY,,,NEW YORK,NY,10025,500,-73.967764,40.802767,,2795 BROADWAY
New York,744442,Store,JAC,SALAD BAR AND DELI CORP,SALAD BAR AND DELI,706,W 177 TH ST.,,,NEW YORK,NY,10033,750,-73.938447,40.847636,,706 W 177 TH ST.
Kings,744438,Store,JAC,ABDO GOURMET DELI INC,ABDO GOURMET DELI,480,MADISON ST,,,BROOKLYN,NY,11221,2000,-73.9389,40.686058,,480 MADISON ST
Bronx,744436,Store,JAC,RIG FISH MARKET CORP,RIG FISH MARKET,4164,WHITE PLAINS ROAD,,,BRONX,NY,10466,0,-73.857723,40.892794,,4164 WHITE PLAINS ROAD
Kings,744427,Store,JAC,SALT & SEA PARTNERS LLC,PEARL STREET CAVIER,77,COMMERCE ST,,,BROOKLYN,NY,11231,2800,-74.008115,40.680758,,77 COMMERCE ST
Kings,744423,Store,JABC,BROOKLYN BAGEL SHOP CORP,BROOKLYN BAGEL SHOP,6907,4TH AVENUE,,,BROOKLYN,NY,11209,3000,-74.023631,40.634349,,6907 4TH AVENUE
Kings,744420,Store,JAC,TATAN DELI GROCERY CORP,TATAN DELI GROCERY,120,RIVERDALE AVENUE,,,BROOKLYN,NY,11212,1000,-73.912335,40.660448,,120 RIVERDALE AVENUE
Kings,744419,Store,A,DOLLAR US INC,DOLLAR US,3315,AVENUE H,,,BROOKLYN,NY,11210,0,-73.943954,40.631876,,3315 AVENUE H
Bronx,744418,Store,JAC,RICHARDS DELI GROCERY &MEX PRODUC,RICHARDS DELI GROCERY,1356,JEROME AVE.,,,BRONX,NY,10452,0,-73.918421,40.839188,,1356 JEROME AVE.
New York,744413,Store,JAC,YAMATA INC,YAMATA,450,6TH AVE,,,NEW YORK,NY,10011,3000,-73.998436,40.735172,,450 6TH AVE
New York,744412,Store,JAC,PT04 INC,PT04,10E,33RD ST 1ST FL    (INSIDE,,,NEW YORK,NY,10016,300,-73.984372,40.7475,,10E 33RD ST 1ST FL    (INSIDE
Bronx,744411,Store,JAC,DASOUQI DINA K,ONE LEGEND DELI,275,E GUNHILL ROAD STORE #1,,,BRONX,NY,10467,800,,,,275 E GUNHILL ROAD STORE #1
Richmond,744410,Store,JAC,MY WAY DELI INC,MY WAY DELI,514,TARGEE ST,,,STATEN ISLAND,NY,10304,500,-74.084742,40.6145,,514 TARGEE ST
Richmond,744399,Store,JABC,MANNIX FAMIILY MARKET @ HYLAN BLV,SHOPRITE OF HYLAN BLVD,2656,HYLAN BLVD  SUITE 100,,,STATEN ISLAND,NY,10306,76000,-74.112974,40.567174,,2656 HYLAN BLVD  SUITE 100
Bronx,744398,Store,JAC,BAHAGA AFRICAN MARKET LLC,BAHAGA AFRICAN MARKET,1734,TOWNSEND AVE,,,BRONX,NY,10453,500,-73.911586,40.847159,,1734 TOWNSEND AVE
Kings,744397,Store,JAC,BOB AND BETTY'S GOURMET FOODS LLC,BOB AND BETTY'S GOURMET,822,FRANKLIN AVENUE,,,BROOKLYN,NY,11225,0,-73.958361,40.669565,,822 FRANKLIN AVENUE
Richmond,744392,Store,JAC,SOUTH BEACH CONVENIENCE CORP,SOUTH BEACH CONVENIENCE,331,SAND LN,,,STATEN ISLAND,NY,10305,500,-74.067794,40.591831,,331 SAND LN
Kings,744387,Store,JAC,ESSENTIAL MARKET DELI DISC INC,ESSENTIAL MARKET DELI,177,PATCHEN AVE,,,BROOKLYN,NY,11221,1000,-73.926564,40.685414,,177 PATCHEN AVE
Kings,744381,Store,JAC,JUS TO GO LLC,JUS TO GO,2166,E 5TH ST,,,BROOKLYN,NY,11223,800,-73.96681,40.597534,,2166 E 5TH ST
Kings,744377,Store,JAC,NUTS FACTORY TRADE LLC,NUTS FACTORY,1245,61ST ST,,,BROOKLYN,NY,11219,300,-73.999418,40.628426,,1245 61ST ST
Kings,744373,Store,JAC,BROOKLYN WAY DELI CORP,BROOKLYN WAY DELI,142,UTICA AVE,,,BROOKLYN,NY,11213,0,-73.930632,40.674019,,142 UTICA AVE
Kings,744371,Store,JAC,COCOA DELI AND GROCERY CORP,COCOA DELI AND GROCERY,77,VAN BUREN ST,,,BROOKLYN,NY,11221,1000,-73.942542,40.690141,,77 VAN BUREN ST
Kings,744370,Store,JAC,COLLADO MEAT MARKET INC,COLLADO MEAT MARKET,1274,BROADWAY,,,BROOKLYN,NY,11221,1300,-73.924759,40.69103,,1274 BROADWAY
Kings,744369,Store,A,AN-NOOR PHARMACY INC,AN-NOOR PHARMACY,33,101ST AVE,,,BROOKLYN,NY,11208,1600,-73.863529,40.679302,,33 101ST AVE
New York,744367,Store,JAC,BROADWAY GOURMET DELI 1 CORP,BROADWAY GOURMET,3750,BROADWAY,,,NEW YORK,NY,10032,2000,-73.945363,40.833222,,3750 BROADWAY
Bronx,744366,Store,JAC,320 GOURMET DELI INC,320 GOURMET,320,BEEKMAN AVE,,,BRONX,NY,10454,1200,-73.914224,40.808235,,320 BEEKMAN AVE
New York,744365,Store,JAC,NY 1 GOURMET DELI CORP,NY 1 GOURMET DELI,1983,AMSTERDAM AVE,,,NEW YORK,NY,10032,2000,-73.941454,40.833661,,1983 AMSTERDAM AVE
Kings,744363,Store,JAC,GRAPE GOURMET DELI CORP,GRAPE GOURMET DELI,548A,NOSTRAND AVE,,,BROOKLYN,NY,11216,1000,-73.949548,40.679931,,548A NOSTRAND AVE
Kings,744361,Store,JAC,781 METROPOLITAN FOOD CORP,BROOKLYN HARVEST MARKET,781,METROPOLITAN AVENUE,,,BROOKLYN,NY,11211,9000,-73.943046,40.714658,,781 METROPOLITAN AVENUE
Kings,744358,Store,JAC,FALAHI FARMS INC,FALAHI FARMS,8501,3RD AVE,,,BROOKLYN,NY,11209,4000,-74.03078,40.624174,,8501 3RD AVE
Kings,744356,Store,JAC,LUCK 7 DELI I CORP,LUCK 7 DELI I,6309,AVE N,,,BROOKLYN,NY,11234,2000,-73.916507,40.619597,,6309 AVE N
Bronx,744354,Store,A,JEROME SERVICE INC,JEROME SERVICE,2895,JEROME AVE,,,BRONX,NY,10468,700,-73.891007,40.871771,,2895 JEROME AVE
Kings,744352,Store,A,BILLION DISCOUNT INC,BILLION DISCOUNT,209,CHURCH AVE,,,BROOKLYN,NY,11218,2500,-73.977902,40.643449,,209 CHURCH AVE
Bronx,744351,Store,A,FINE GOURMET DELI CORP,FINE GOURMET DELI,4222,WHITE PLAINS RD,,,BRONX,NY,10466,900,-73.85689,40.894293,,4222 WHITE PLAINS RD
New York,744341,Store,JAC,FAMILY DELI MINI MART CORP,FAMILY DELI,2019,1ST AVE,,,NEW YORK,NY,10029,2000,-73.940901,40.788482,,2019 1ST AVE
Kings,744338,Store,JAC,APPETIZING PLUS INC,APPETIZING PLUS,4718,18TH AVE,,,BROOKLYN,NY,11204,500,-73.980254,40.629045,,4718 18TH AVE
Bronx,744326,Store,JAC,DBODEGA FOOD CORP,D'BODEGA FOOD,2236,GRAND CONCOURSE,,,BRONX,NY,10457,1234,-73.900529,40.856119,,2236 GRAND CONCOURSE
Kings,744325,Store,JAC,SUSHI BLEU INC,SUSHI BLEU,2640,NOSTRAND AVENUE,,,BROOKLYN,NY,11210,20,-73.945641,40.62023,,2640 NOSTRAND AVENUE
Kings,744324,Store,JAC,SRULYS GOURMET INC,SRULYS GOURMET,2640,NOSTRAND AVENUE,,,BROOKLYN,NY,11210,240,-73.945641,40.62023,,2640 NOSTRAND AVENUE
New York,744301,Store,A,MAHANT 277 INC,MAHANT 277,277,CANAL ST (ENTRANCE TO N TRAIN,,,NEW YORK,NY,10013,90,,,,277 CANAL ST (ENTRANCE TO N TRAIN
Bronx,744300,Store,A,LARA GROCERY CORP,LARA GROCERY,343,E 138TH ST,,,BRONX,NY,10454,1000,-73.924544,40.809803,,343 E 138TH ST
Bronx,744299,Store,JAC,LAS AGUILAS DELI FOOD CORP,LAS AGUILAS DELI,1131,HAVEMEYER STREET,,,BRONX,NY,10462,1000,-73.847681,40.83109,,1131 HAVEMEYER STREET
New York,744294,Store,JAC,CHINATOWN SOUP INC,CHINATOWN SOUP,16B,ORCHARD STREET,,,NEW YORK,NY,10002,0,-73.991703,40.715244,,16B ORCHARD STREET
Kings,744290,Store,JAC,PLAZA ORTEGA CORP,PLAZA ORTEGA,140,STANHOPE ST,,,BROOKLYN,NY,11221,2000,-73.922803,40.698284,,140 STANHOPE ST
Kings,744289,Store,JAC,BK GOURMET DELI INC,BK GOURMET DELI,1040,NOSTRAND AVE,,,BROOKLYN,NY,11225,0,-73.950864,40.662875,,1040 NOSTRAND AVE
Kings,744251,Store,A,86 SMOKERS CORP,86 SMOKERS,8516,23RD AVENUE,,,BROOKLYN,NY,11214,500,-73.991276,40.600884,,8516 23RD AVENUE
Kings,744250,Store,JAC,AMY DELI & GROCERY INC,AMY DELI & GROCERY,1722,BATH AVENUE,,,BROOKLYN,NY,11214,1000,-74.007797,40.604869,,1722 BATH AVENUE
New York,744237,Store,A,DUANE READE INC,DUANE READE # 21263,158,W 45TH ST,,,NEW YORK,NY,10036,0,-73.984915,40.757688,,158 W 45TH ST
Kings,744224,Store,JAC,HOP STOCK & BARREL III LLC,GUEVARA'S,39,CLIFTON PLACE,,,BROOKLYN,NY,11238,1000,-73.962836,40.687802,,39 CLIFTON PLACE
Bronx,744219,Store,JAC,E 213 ST DELI & GROCERY CORP,E 213 ST DELI & GROCERY,729,E 213TH ST,,,BRONX,NY,10467,1200,-73.864133,40.878873,,729 E 213TH ST
Bronx,744218,Store,JAC,UPTOWN HALAL MEAT AND FISH MARKET,UPTOWN HALAL MEAT AND F,3722,WHITE PLAINS RD,,,BRONX,NY,10467,1200,-73.863659,40.882089,,3722 WHITE PLAINS RD
New York,744215,Store,JAC,71 GOURMET DELI INC,M&M GOURMET DELI & GRIL,71,LEXINGTON AVE,,,NEW YORK,NY,10010,900,-73.98358,40.741112,,71 LEXINGTON AVE
Kings,744214,Store,JAC,HK FRUIT MARKET INC,HK FRUIT MARKET,565,FLATBUSH AVE,,,BROOKLYN,NY,11225,0,-73.960599,40.659934,,565 FLATBUSH AVE
Kings,744207,Store,A,FRIDGE NO MORE INC,FRIDGE NO MORE,275,4TH AVENUE,,,BROOKLYN,NY,11215,3000,-73.984498,40.675301,,275 4TH AVENUE
Kings,744204,Store,A,PITKIN DELI GROCERY INC,PITKIN DELI GROCERY,1674,PITKIN AVE,,,BROOKLYN,NY,11212,250,-73.911412,40.669584,,1674 PITKIN AVE
Kings,744182,Store,JAC,AC TROPICAL CORP,AC TROPICAL,108,MOORE ST,,,BROOKLYN,NY,11206,1000,-73.941181,40.703884,,108 MOORE ST
Kings,744181,Store,A,WAN JIA GROCERY INC,WAN JIA GROCERY,5810,6TH AVE,,,BROOKLYN,NY,11220,1000,-74.012996,40.639065,,5810 6TH AVE
Kings,744179,Store,A,FU SING TRADING LLC,FU SING TRADING,1247,AVENUE U,,,BROOKLYN,NY,11229,2500,-73.958482,40.598612,,1247 AVENUE U
Kings,744176,Store,JAC,TEN ICHI MART INC,TEN ICHI MART,116,SMITH ST,,,BROOKLYN,NY,11201,1150,-73.989743,40.687741,,116 SMITH ST
New York,744172,Store,A,GREAT NECK HEALTHY FOOD INC,GREAT NECK HEALTHY FOOD,158C,HESTER ST,,,NEW YORK,NY,10013,0,-73.996832,40.717764,,158C HESTER ST
Bronx,744169,Store,JAC,ANSOUMANA TRAORE,FAMILY TRAORE HALAL MEA,4173,THIRD AVENUE STORE B,,,BRONX,NY,10457,1000,-73.89672,40.845607,,4173 THIRD AVENUE STORE B
Kings,744167,Store,JAC,CENTRAL GOURMET DELI CORP 1,CENTRAL GOURMET DELI,372,CENTRAL AVENUE,,,BROOKLYN,NY,11221,1500,-73.918628,40.694368,,372 CENTRAL AVENUE
Bronx,744165,Store,JAC,ANA & ALEX MEXICAN DELI GROCERY C,ANA & ALEX MEXICAN DELI,1133,BOSTON RD FRNT 4,,,BRONX,NY,10456,900,-73.90403,40.82805,,1133 BOSTON RD FRNT 4
Bronx,744139,Store,JAC,ISSOWAZENA AFRICAN MARKET LLC,ISSOWAZENA AFRICAN MARK,1458,BOSTON RD,,,BRONX,NY,10460,1000,-73.895164,40.834086,,1458 BOSTON RD
New York,744127,Store,A,SHUN LE INC,SHUN LE,47,CATHERINE ST,,,NEW YORK,NY,10038,1100,-73.996902,40.71182,,47 CATHERINE ST
Kings,744119,Store,JAC,TILDEN GOURMET DELI CORP,TILDEN GOURMET DELI,2225A,TILDEN AVE,,,BROOKLYN,NY,11226,0,-73.956176,40.646597,,2225A TILDEN AVE
Bronx,744118,Store,A,CORNER CANDY CORP,LUCKY CORNER TOBACCO,2636,UNIVERSITY AVE,,,BRONX,NY,10468,250,-73.901289,40.868049,,2636 UNIVERSITY AVE
Bronx,744117,Store,A,KINGSBRIDGE 99 CENT INC,99 CENT DISCOUNT,56,W KINGSBRIDGE RD,,,BRONX,NY,10468,1000,-73.899695,40.86795,,56 W KINGSBRIDGE RD
Kings,744116,Store,JAC,MINI FRUIT MARKET DELI INC,MINI FRUIT MARKET DELI,4101,FORT HAMILTON PKWY,,,BROOKLYN,NY,11219,900,-73.991996,40.642158,,4101 FORT HAMILTON PKWY
Bronx,744113,Store,JAC,GRAND SLAM DELI INC,GRAND SLAM DELI,56,E 161ST ST,,,BRONX,NY,10451,1000,-73.925726,40.827583,,56 E 161ST ST
Bronx,744112,Store,A,FAMILY 99 CENT INC,FAMILY 99 CENT,53,W FORDHAM RD,,,BRONX,NY,10468,1090,-73.903486,40.862746,,53 W FORDHAM RD
Kings,744110,Store,JAC,WING FUNG 2019 INC,WING FUNG,6608,BAY PKWY FL 1ST,,,BROOKLYN,NY,11204,1500,-73.98222,40.613078,,6608 BAY PKWY FL 1ST
New York,744109,Store,A,DUANE READE INC,DUANE READE,304,PARK AVE S,,,NEW YORK,NY,10010,0,-73.9866,40.739995,,304 PARK AVE S
New York,744108,Store,JAC,M & F FOOD CORP,M & F FOOD,568,WEST 185TH ST.,,,NEW YORK,NY,10033,0,-73.931685,40.851567,,568 WEST 185TH ST.
New York,744085,Store,JAC,20 AVENUE A INC,FANCY NY GRILL & DELI,20,AVE A,,,NEW YORK,NY,10009,0,-73.985902,40.722802,,20 AVE A
Bronx,744076,Store,JAC,HOME FRESH BAKERY INC,HOME FRESH BAKERY,800,E 182ND ST.,,,BRONX,NY,10460,0,-73.88357,40.848553,,800 E 182ND ST.
Bronx,744075,Store,JAC,JORDAN DELI GROCERY INC,JORDAN DELI GROCERY,106,E 165TH ST,,,BRONX,NY,10452,900,-73.921602,40.831312,,106 E 165TH ST
New York,744067,Store,JAC,SANTA GROCERY DELI 2 CORP,SANTA GROCERY DELI 2,551,EAST 12TH STREET,,,NEW YORK,NY,10009,1200,-73.979166,40.72817,,551 EAST 12TH STREET
Kings,744066,Store,A,ODELIA CHEESE INC,ODELIA,3098,BRIGHTON 1ST PLACE,,,BROOKLYN,NY,11235,750,-73.965774,40.576343,,3098 BRIGHTON 1ST PLACE
Bronx,744051,Store,JAC,J&R SUPER DELI GROCERY II  CORP,J&R SUPER DELI GROCERY,3399,WHITEPLAINS RD,,,BRONX,NY,10467,1500,-73.867099,40.875182,,3399 WHITEPLAINS RD
Kings,744049,Store,JAC,AKEEL DELI AND MARKET CORP,AKEEL DELI AND MARKET,645,MOTHER GASTON BLVD,,,BROOKLYN,NY,11212,2000,-73.905125,40.66291,,645 MOTHER GASTON BLVD
Kings,744044,Store,JAC,KENAN EXPRESS DELI INC,KENAN EXPRESS DELI,653,BLAKE AVENUE,,,BROOKLYN,NY,11207,0,-73.89446,40.667884,,653 BLAKE AVENUE
Kings,744028,Store,JAC,DARYANANI EKTA,GARAM GODDESS,999,ATLANTIC AVE,,,BROOKLYN,NY,11238,0,-73.959168,40.680082,,999 ATLANTIC AVE
Bronx,744027,Store,JAC,CARDAMON MAN LLC THE,THE CARDAMOM MAN,50,EAST 168TH ST,,,BRONX,NY,10452,0,-73.918965,40.836632,,50 EAST 168TH ST
Kings,744026,Store,JAC,BROOKLYN WHISKERS BAKERY LLC,BROOKLYN WHISKERS BAKER,37,BOX ST,,,BROOKLYN,NY,11222,0,-73.954697,40.737359,,37 BOX ST
New York,744016,Store,JAC,INWOOD GOURMET DELI CORP,INWOOD GOURMET DELI,53,VERMILYEA AVE,,,NEW YORK,NY,10034,0,-73.924172,40.865446,,53 VERMILYEA AVE
Kings,744015,Store,JAC,ALEGRIA GROCERY DELI CORP,ALEGRIA GROCERY DELI,1797,PROSPECT PL,,,BROOKLYN,NY,11233,1000,-73.916579,40.672491,,1797 PROSPECT PL
Bronx,744013,Store,JAC,G & M FRIENDS DELI GROCERY LLC,G & M FRIENDS DELI GROC,1614,WESTCHESTER AVE,,,BRONX,NY,10472,2000,-73.874925,40.829413,,1614 WESTCHESTER AVE
Kings,743992,Store,JAC,CROPSEY DELI & GROCERY INC,CROPSEY DELI & GROCERY,1919,CROPSEY AVE,,,BROOKLYN,NY,11214,1000,-74.00448,40.601089,,1919 CROPSEY AVE
Kings,743991,Store,JABCH,NAIRA BREAD LLC,NAIRA BREAD,530A,SOUTH CONDUIT BLVD,,,BROOKLYN,NY,11208,2000,-73.869523,40.676945,,530A SOUTH CONDUIT BLVD
Kings,743986,Store,A,MA GOODLUCK  CONVENIENCE INC,MA GOODLUCK  CONVENIENC,2207,BATH AVE,,,BROOKLYN,NY,11214,900,-73.99708,40.59837,,2207 BATH AVE
Richmond,743985,Store,JAC,BAYAN MEAT CORP,ASSOCIATED MARKETPLACE,170,BROAD ST,,,STATEN ISLAND,NY,10304,3000,-74.080644,40.624272,,170 BROAD ST
Kings,743980,Store,JAC,GONZALEZ TIFFANY,TRIPLE STAR DELI GROCER,390,CRESCENT ST,,,BROOKLYN,NY,11208,0,-73.870999,40.679466,,390 CRESCENT ST
Kings,743979,Store,JAC,JIMY GROCERY CORP,JIMY GROCERY,909,LIVONIA AVE,,,BROOKLYN,NY,11212,0,-73.883317,40.666359,,909 LIVONIA AVE
Bronx,743973,Store,JAC,BELLA TEJALPA DELI GROCERY INC,BELLA TEJALPA DELI GROC,2424,HUGHES AVE,,,BRONX,NY,10458,1000,-73.886321,40.85588,,2424 HUGHES AVE
New York,743972,Store,JAC,AHMED INTERNATIONAL INC,YOGURT & CANDY BAR,767,LEXINGTON AVE,,,NEW YORK,NY,10065,500,-73.967605,40.763071,,767 LEXINGTON AVE
Bronx,743969,Store,JAC,NY STAR DELI & GROCERY CORP,NY STAR DELI & GROCERY,98,E 167TH ST. AKA 1197 WALTON AV,,,BRONX,NY,10452,1000,,,,98 E 167TH ST. AKA 1197 WALTON AV
Kings,743967,Store,A,STAR DRUGS INC,STAR DRUGS,922,PENNSYLVANIA AVENUE,,,BROOKLYN,NY,11207,800,-73.88816,40.655154,,922 PENNSYLVANIA AVENUE
Bronx,743956,Store,JAC,DRAGONFLY MARKET CORP,C-TOWN/YOUNG'S MARKET,154,E 170TH ST.,,,BRONX,NY,10452,1200,-73.914608,40.838935,,154 E 170TH ST.
